record_num,m_birth_date,m_birth_hour,m_born_lat,m_born_long,m_sign,m_sun,m_sun_speed,m_sun_house,m_moon,m_moon_speed,m_moon_house,m_mercury,m_mercury_speed,m_mercury_house,m_venus,m_venus_speed,m_venus_house,m_mars,m_mars_speed,m_mars_house,m_jupiter,m_jupiter_speed,m_jupiter_house,m_saturn,m_saturn_speed,m_saturn_house,m_uranus,m_uranus_speed,m_uranus_house,m_neptune,m_neptune_speed,m_neptune_house,m_pluto,m_pluto_speed,m_pluto_house,m_chiron,m_chiron_speed,m_chiron_house,m_lilith,m_lilith_speed,m_lilith_house,m_truenode,m_truenode_speed,m_truenode_house,m_pof,m_pof_speed,m_pof_house,m_vertex,m_vertex_speed,m_vertex_house,m_ascendant,m_ascendant_speed,m_house2,m_house2_speed,m_house3,m_house3_speed,m_house4,m_house4_speed,m_house5,m_house5_house,m_house6,m_house6_house,m_house7,m_house7_speed,m_house8,m_house8_speed,m_house9,m_house9_speed,m_MC,m_MC_speed,m_house11,m_house11_speed,m_house12,m_house12_speed,f_birth_date,f_birth_hour,f_born_lat,f_born_long,f_sign,f_sun,f_sun_speed,f_sun_house,f_moon,f_moon_speed,f_moon_house,f_mercury,f_mercury_speed,f_mercury_house,f_venus,f_venus_speed,f_venus_house,f_mars,f_mars_speed,f_mars_house,f_jupiter,f_jupiter_speed,f_jupiter_house,f_saturn,f_saturn_speed,f_saturn_house,f_uranus,f_uranus_speed,f_uranus_house,f_neptune,f_neptune_speed,f_neptune_house,f_pluto,f_pluto_speed,f_pluto_house,f_chiron,f_chiron_speed,f_chiron_house,f_lilith,f_lilith_speed,f_lilith_house,f_truenode,f_truenode_speed,f_truenode_house,f_pof,f_pof_speed,f_pof_house,f_vertex,f_vertex_speed,f_vertex_house,f_ascendant,f_ascendant_speed,f_house2,f_house2_speed,f_house3,f_house3_speed,f_house4,f_house4_speed,f_house5,f_house5_house,f_house6,f_house6_house,f_house7,f_house7_speed,f_house8,f_house8_speed,f_house9,f_house9_speed,f_MC,f_MC_speed,f_house11,f_house11_speed,f_house12,f_house12_speed,success_rate
11,13.05.1974,19:52:57,41.9,2.35,TAURUS,52.6637253,0.9649087,5.0,316.4541485,11.8948538,10.0,63.3842033,2.0603112,5.0,10.0429577,1.1278124,5.0,104.0815056,0.6034599,8.0,343.396785,0.1517552,9.0,92.4350246,0.1102317,7.0,204.6277191,-0.0361025,7.0,248.6791183,-0.0257009,10.0,184.3274044,-0.0161215,8.0,22.2516216,0.0528981,9.0,300.0977472,0.1112642,9.0,259.7080208,0.0099322,8.0,339.952891,0.0099322,1.0,107.5031014,0.0099322,1.5194097,243.7433142,1.5194097,276.0755263,1.5194097,314.1395293,1.5194097,351.0454937,1.5194097,20.9026122,1.5194097,44.2228633,1.5194097,63.7433142,1.5194097,96.0755263,1.5194097,134.1395293,1.5194097,171.0454937,1.5194097,200.9026122,1.5194097,224.2228633,1.5194097,04.05.1944,04:03:51,48.85,-0.11667,TAURUS,43.563955,0.9685383,1.0,176.1999188,11.9824979,6.0,41.2288593,-0.6339192,1.0,29.0791151,1.2278031,1.0,109.5604497,0.5575217,4.0,137.7117931,0.0631108,5.0,84.1985175,0.1092972,3.0,67.4141858,0.0548316,2.0,181.8556404,-0.0190181,6.0,126.4568463,0.0067803,5.0,159.3738233,-0.0068278,6.0,158.3642631,0.1111878,6.0,121.2493671,-0.128097,4.0,254.0567241,-0.128097,8.0,190.084238,-0.128097,4.948078,26.6926879,4.948078,61.7793837,4.948078,83.1978021,4.948078,101.7422266,4.948078,122.4688064,4.948078,152.5933282,4.948078,206.6926879,4.948078,241.7793837,4.948078,263.1978021,4.948078,281.7422266,4.948078,302.4688064,4.948078,332.5933282,4.948078,70
12,16.08.1960,12:12:51,-23.55,-46.63333,LEO,143.6060554,0.9615584,5.0,78.8660489,11.9067734,10.0,129.3230987,1.799386,5.0,158.690093,1.2318876,4.0,69.3020779,0.6334638,6.0,263.8036527,-0.0131195,11.0,282.5460818,-0.045897,6.0,141.5530559,0.062298,11.5371991,216.592854,0.0154297,2.0,155.4520528,0.0333509,12.2567915,330.1366004,-0.0493176,6.0,101.2339066,0.1118453,7.0,165.7284591,-0.037734,7.0,130.5795478,-0.037734,7.0,6.2617822,-0.037734,12.2411778,195.3195543,12.2411778,229.1952392,12.2411778,256.1637053,12.2411778,280.543126,12.2411778,306.256056,12.2411778,337.1491485,12.2411778,15.3195543,12.2411778,49.1952392,12.2411778,76.1637053,12.2411778,100.543126,12.2411778,126.256056,12.2411778,157.1491485,12.2411778,11.02.1968,02:50:18,-30.03333,-51.0,LEO,321.4451177,1.0115709,4.0,102.718686,12.7403008,8.0,330.5404774,-0.7609669,4.0,288.8364201,1.2271536,3.0,355.379133,0.7694546,5.0,152.0952197,-0.127553,10.0,9.0551176,0.0982657,5.0,178.5851372,-0.0315174,11.0,236.455877,0.0092338,1.0,172.298961,-0.0220002,11.0,357.1314091,0.0506378,5.0,45.7057992,0.110988,6.0,20.6379476,-0.1573715,6.0,17.045845699999973,-0.1573715,6.0,25.9227945,-0.1573715,6.1301191,235.7722774,6.1301191,262.0935413,6.1301191,285.1671269,6.1301191,309.3844484,6.1301191,338.573056,6.1301191,15.3861028,6.1301191,55.7722774,6.1301191,82.0935413,6.1301191,105.1671269,6.1301191,129.3844484,6.1301191,158.573056,6.1301191,195.3861028,6.1301191,70
13,24.07.1986,13:49:35,28.41667,-80.21667,LEO,121.3690691,0.9547646,5.0,343.1988373,13.6407113,1.0,119.5443102,-0.6773365,6.0,164.4789159,1.1071272,4.0,283.7547789,-0.2321289,5.0,352.6296382,-0.0382544,5.0,243.2122667,-0.0216912,3.7732168,258.832037,-0.0264344,10.0,273.7068493,-0.0231216,2.0,214.5614513,0.0052765,2.9375354,78.9190688,0.0672141,3.0,76.3673593,0.111533,7.0,24.6000064,-0.0994581,8.0,23.490753799999993,-0.0994581,8.5384643,288.9670707,-0.0994581,8.5384643,161.6609856,8.5384643,188.6366874,8.5384643,218.8838457,8.5384643,250.7584356,8.5384643,282.4820145,8.5384643,313.0162255,8.5384643,341.6609856,8.5384643,8.6366874,8.5384643,38.8838457,8.5384643,70.7584356,8.5384643,102.4820145,8.5384643,133.0162255,8.5384643,19.01.1949,05:40:54,-12.96667,-38.48333,LEO,298.8355597,1.0177095,2.0,177.9742452,14.4608429,10.0,317.5149791,0.8972075,3.0,277.3220198,1.249562,1.0,311.4047955,0.789001,2.0,284.580812,0.2285352,1.0,155.2217332,-0.0563714,9.0,87.3482114,-0.0347367,7.0,195.1734292,-0.0016547,10.0,135.7551472,-0.0225609,9.0,246.0226579,0.0948629,12.5385094,350.3251978,0.1112715,4.0,30.330021,-0.0580033,5.0,140.58106640000005,-0.0580033,9.0,26.1784892,-0.0580033,5.3977936,261.4423809,5.3977936,287.2036419,5.3977936,313.8785534,5.3977936,343.7500541,5.3977936,16.8627104,5.3977936,50.3038075,5.3977936,81.4423809,5.3977936,107.2036419,5.3977936,133.8785534,5.3977936,163.7500541,5.3977936,196.8627104,5.3977936,230.3038075,5.3977936,45
14,26.02.1938,18:00:11,-12.96667,-38.48333,PISCES,337.4939031,1.0050855,6.0,297.1626732,12.1493325,2.0,329.3401237,1.7554162,6.0,342.9813901,1.2500074,4.0,20.1340653,0.7313326,4.0,315.9473218,0.229549,4.0,4.2265585,0.1163707,10.0,40.3830271,0.0327049,3.0,170.1197728,-0.0269555,5.0,118.2271988,-0.0164995,3.0,85.424359,-0.0046803,9.0,266.7974211,0.110986,2.0,241.0665566,-0.1556884,8.0,70.1756322,-0.1556884,9.0,337.5917272,-0.1556884,5.1085602,110.5068621,5.1085602,142.9704822,5.1085602,177.1653979,5.1085602,209.5562483,5.1085602,238.1578633,5.1085602,264.205552,5.1085602,290.5068621,5.1085602,322.9704822,5.1085602,357.1653979,5.1085602,29.5562483,5.1085602,58.1578633,5.1085602,84.205552,5.1085602,18.12.1970,20:35:48,48.85,-0.11667,PISCES,266.5209119,1.0179172,5.0,154.695035,11.8170495,1.0,284.0804703,0.0698392,5.0,225.4258531,0.581185,4.2270955,217.7243476,0.6346771,3.0,234.9900874,0.2038485,4.4548072,46.4970055,-0.0519199,10.2483842,193.1324189,0.0279552,3.2589117,241.5570063,0.0348438,4.0,179.6505047,0.0080848,2.0,5.8677477,0.0009377,9.0092567,161.7907509,0.1108249,2.0826352,325.3262144,0.0134592,7.0,28.956009300000005,0.0134592,7.2535932,283.1909517,0.0134592,7.2535932,140.7818862,7.2535932,160.2983594,7.2535932,185.4913694,7.2535932,218.2469027,7.2535932,256.598886,7.2535932,292.0925109,7.2535932,320.7818862,7.2535932,340.2983594,7.2535932,5.4913694,7.2535932,38.2469027,7.2535932,76.598886,7.2535932,112.0925109,7.2535932,75
15,17.06.1954,06:14:37,-22.9,-47.05,GEMINI,85.5210112,0.9544517,2.0,274.2737887,12.6034082,7.0,107.5458843,0.4381041,2.0,119.4654988,1.1849104,1.0,274.8431518,-0.2749337,4.0,95.3217993,0.2257184,8.0,212.9478749,-0.030927,11.0,111.6238621,0.056205,9.0,203.3715868,-0.009358,9.0,142.9698662,0.0193784,7.0,297.5850584,-0.0465208,5.0,210.2984298,0.1120249,2.0,284.7459189,-0.0129026,6.0,209.0827397,-0.0129026,5.0,291.0643879,-0.0129026,9.234087,37.8355172,9.234087,67.020348,9.234087,97.4308424,9.234087,129.138824,9.234087,161.1620971,9.234087,191.226563,9.234087,217.8355172,9.234087,247.020348,9.234087,277.4308424,9.234087,309.138824,9.234087,341.1620971,9.234087,11.226563,9.234087,11.06.1995,00:51:46,-5.78333,-35.2,GEMINI,79.6682712,0.9556386,4.0,229.3974658,14.8860961,9.0,71.1710304,-0.4079053,4.0,60.4335943,1.2164653,4.0,157.8282659,0.5030444,7.0,249.3093057,-0.1235017,10.0,354.2204484,0.0414413,1.0,299.9476612,-0.027206,12.1349056,295.0618476,-0.0206037,11.0,238.6550886,-0.0252599,9.0,170.5072445,0.0438194,7.0,77.7015685,0.1114124,4.0,214.823313,-0.0284877,9.0,175.99115890000002,-0.0284877,7.0,189.8681675,-0.0284877,9.208664,325.7203535,9.208664,356.4472297,9.208664,28.2819381,9.208664,58.8697766,9.208664,87.6898315,9.208664,116.122697,9.208664,145.7203535,9.208664,176.4472297,9.208664,208.2819381,9.208664,238.8697766,9.208664,267.6898315,9.208664,296.122697,9.208664,75
16,27.03.1987,04:03:15,25.78333,-56.1,ARIES,5.9590111,0.9903452,5.0,335.4829171,14.1292748,7.0,338.1853808,1.0106614,4.0,328.1953142,1.1934854,4.0,53.592601,0.6749161,11.0,5.8611828,0.2421207,1.0,261.1495075,0.0067567,11.0,266.7169475,0.0043957,12.9919863,277.9494089,0.0077004,1.0,219.4559145,-0.0221283,10.0,76.529301,0.0414554,5.0,103.8482239,0.1120388,3.0,11.5122819,-0.0102215,6.0,297.4488995,-0.0102215,1.0,134.2723895,-0.0102215,4.0619201,266.9728055,4.0619201,299.7737605,4.0619201,335.4064777,4.0619201,9.5476194,4.0619201,38.7776227,4.0619201,63.698899,4.0619201,86.9728055,4.0619201,119.7737605,4.0619201,155.4064777,4.0619201,189.5476194,4.0619201,218.7776227,4.0619201,243.698899,4.0619201,05.05.1984,06:51:05,28.41667,-80.21667,ARIES,44.9597094,0.9687295,3.0,94.1084535,13.3217388,5.0,26.3054722,-0.0239059,2.0,33.7911992,1.2300374,2.0,232.967243,-0.3346191,9.0,282.914481,-0.0173118,11.0,222.9355643,-0.0754823,9.0,252.6465507,-0.0347678,10.0,271.1448356,-0.016359,10.0,210.3427415,-0.0270782,8.0,61.6335767,0.0724011,3.0,346.2408649,0.112075,1.0,66.6477973,0.0238491,3.0,277.553398,0.0238491,11.0,165.4346484,0.0238491,3.9582108,326.7021421,3.9582108,7.5892254,3.9582108,41.1212679,3.9582108,67.6695119,3.9582108,91.247772,3.9582108,115.9129936,3.9582108,146.7021421,3.9582108,187.5892254,3.9582108,221.1212679,3.9582108,247.6695119,3.9582108,271.247772,3.9582108,295.9129936,3.9582108,65
17,11.01.1973,22:12:24,-9.4,-40.5,CAPRICORN,291.5745367,1.0189528,2.0,17.7073412,13.787748,8.9907999,281.1880906,1.5567232,3.0,270.1543641,1.2505471,3.0,248.3587763,0.6846493,1.0,290.3672298,0.2338527,3.0,74.6024249,-0.0567969,2.0,202.9528553,0.0142824,4.0,246.5708468,0.0287737,5.0,184.4176955,-0.0032847,3.0,13.0160692,0.017126,10.0,246.0829272,0.1112928,4.0,286.760233,-0.0012315,6.2407349,42.19912399999998,-0.0012315,7.0,346.655432,-0.0012315,6.2407349,128.3319285,6.2407349,161.6488485,6.2407349,195.4283334,6.2407349,226.3393044,6.2407349,253.9248559,6.2407349,280.277321,6.2407349,308.3319285,6.2407349,341.6488485,6.2407349,15.4283334,6.2407349,46.3393044,6.2407349,73.9248559,6.2407349,100.277321,6.2407349,22.09.1981,15:56:11,-15.6,23333.0,CAPRICORN,179.5451547,0.9788585,10.0,113.1204627,13.5865794,7.0,205.6810702,1.0113982,10.0,221.2994475,1.1572895,11.0,132.9023957,0.6171513,8.0,196.1145511,0.2119234,10.0,191.1802637,0.1212207,10.0,237.068776,0.0397738,11.0,262.1874988,0.0104905,12.7406225,203.2887622,0.0373486,10.0,52.5329725,-0.0250835,5.0,239.8512034,0.1117195,12.0679704,120.0186201,0.0088309,8.0,336.8109799,0.0088309,3.0,33.0127912,0.0088309,8.1716517,270.3862879,8.1716517,295.6004431,8.1716517,322.4460726,8.1716517,352.8862943,8.1716517,26.3347204,8.1716517,59.5680283,8.1716517,90.3862879,8.1716517,115.6004431,8.1716517,142.4460726,8.1716517,172.8862943,8.1716517,206.3347204,8.1716517,239.5680283,8.1716517,95
18,25.02.1961,07:50:47,-5.78333,-35.2,PISCES,336.4854574,1.0052698,9.0,99.4466809,11.8675358,2.0,329.5075519,-1.0151148,8.0,19.9011313,0.6944468,9.0,92.1005322,0.2076284,5.1273845,296.5192588,0.2049583,6.0,295.8445097,0.0992215,9.0,143.2081948,-0.0423492,6.0,221.2619514,-0.0076954,8.0,156.869321,-0.0257939,7.0,332.3157275,0.0673365,11.0,122.7331224,0.1111536,9.0,156.2401919,0.000569,11.0,203.54735059999996,0.000569,6.0,189.6830481,0.000569,7.3244252,326.5085741,7.3244252,357.2829666,7.3244252,29.1012456,7.3244252,59.6307198,7.3244252,88.4151004,7.3244252,116.8634367,7.3244252,146.5085741,7.3244252,177.2829666,7.3244252,209.1012456,7.3244252,239.6307198,7.3244252,268.4151004,7.3244252,296.8634367,7.3244252,07.11.1954,12:04:36,-30.03333,-51.0,PISCES,224.5498148,1.0034227,11.0,0.8328863,14.6180233,4.0,208.9222289,-0.0742594,10.0,236.8224923,-0.4860818,11.0,311.2928178,0.6808021,2.0,119.7907226,0.0313656,7.0,222.3779067,0.1200609,11.0,117.6996453,-0.0037086,7.0,206.4915829,0.0358618,10.0,146.6861834,0.0105417,9.0,293.97266,0.0455029,1.0,226.3125431,0.1115362,11.0,276.9708082,-0.1163836,12.9107307,143.4366592,-0.1163836,8.0,53.1716761,-0.1163836,12.9107307,279.7197307,12.9107307,302.0187914,12.9107307,326.5651135,12.9107307,355.9757608,12.9107307,30.7276876,12.9107307,66.9026695,12.9107307,99.7197307,12.9107307,122.0187914,12.9107307,146.5651135,12.9107307,175.9757608,12.9107307,210.7276876,12.9107307,246.9026695,12.9107307,95
19,16.07.1943,01:35:22,25.78333,-56.1,CANCER,112.6656468,0.9536184,1.0,272.1665051,14.960197,6.0,110.190773,2.1490887,1.0,156.649502,0.7732427,6.7124207,35.5591736,0.6782453,3.0,123.2886945,0.2195931,3.0,80.8305839,0.117192,2.0,67.3705599,0.0450764,3.0,179.6052517,0.0183206,7.0,126.415801,0.0282361,5.0,148.6525177,0.1199691,5.0,125.8681975,0.1108331,3.0,136.0432771,-0.047467,6.0,187.82238719999998,-0.047467,9.0,174.6984229,-0.047467,6.1117638,347.3232455,6.1117638,25.9171988,6.1117638,56.3331811,6.1117638,81.5171149,6.1117638,105.5869352,6.1117638,132.6314511,6.1117638,167.3232455,6.1117638,205.9171988,6.1117638,236.3331811,6.1117638,261.5171149,6.1117638,285.5869352,6.1117638,312.6314511,6.1117638,30.03.1942,11:58:17,-5.1,-42.8,CANCER,9.1509458,0.9872825,11.0,162.9923291,13.5377109,4.0,350.0609248,1.6464947,10.0,323.7269446,0.8524792,10.0,73.7899647,0.6012346,1.0,75.7044911,0.1497678,1.0,55.3783706,0.1027008,1.0,57.6061328,0.0428447,1.0,178.2150936,-0.0271071,5.0,123.5267053,-0.0072943,3.0,128.2924976,-0.0168832,3.0,73.183623,0.1120332,1.0,163.3119703,0.0004717,4.0,260.7781463,0.0004717,7.0,168.3338077,0.0004717,4.6825264,54.6195296,4.6825264,83.1551871,4.6825264,111.5909991,4.6825264,141.6360609,4.6825264,173.5606052,4.6825264,205.2780455,4.6825264,234.6195296,4.6825264,263.1551871,4.6825264,291.5909991,4.6825264,321.6360609,4.6825264,353.5606052,4.6825264,25.2780455,4.6825264,65
20,27.06.1972,19:46:24,-20.8,-49.38333,CANCER,96.2242885,0.9531885,10.0,288.2379913,12.5839386,2.0,118.6722684,1.5282415,11.0,80.7700316,-0.4394665,9.0,119.4624347,0.6334197,11.0,273.0686776,-0.1276109,11.0,73.4689833,0.1234279,3.0,194.2097071,0.0053843,2.0,243.0363511,-0.0214843,2.0,179.405729,0.0100642,10.8147036,17.1440405,0.0193418,9.0,223.9628409,0.1119897,4.0,296.011777,-0.0097555,2.3381968,95.24854499999998,-0.0097555,3.0,36.1199842,-0.0097555,2.3381968,263.2348422,2.3381968,287.7150081,2.3381968,312.9759239,2.3381968,341.8168107,2.3381968,15.1938702,2.3381968,50.3530912,2.3381968,83.2348422,2.3381968,107.7150081,2.3381968,132.9759239,2.3381968,161.8168107,2.3381968,195.1938702,2.3381968,230.3530912,2.3381968,25.09.1993,13:49:06,53.4,-96.8,CANCER,182.5075096,0.9800368,12.281821,304.9125227,12.360894,4.0,202.2340088,1.4565977,1.0,154.8499441,1.2214459,11.0,208.9777429,0.6726879,1.0,200.1323598,0.2114559,1.0,324.5004533,-0.0507243,4.0,288.2296292,-0.001618,3.0,288.3820168,-0.0025332,3.0,233.5124434,0.0281516,2.0,152.830443,0.1244035,11.0,8.4677306,0.1116786,6.0,245.3993366,-0.095973,2.0,319.4921245,-0.095973,4.0,38.0642565,-0.095973,2.7310557,197.0871114,2.7310557,222.5785881,2.7310557,254.8147541,2.7310557,293.0375909,2.7310557,328.2831938,2.7310557,355.9736551,2.7310557,17.0871114,2.7310557,42.5785881,2.7310557,74.8147541,2.7310557,113.0375909,2.7310557,148.2831938,2.7310557,175.9736551,2.7310557,60
21,05.08.1935,09:02:13,-27.83333,-48.41667,LEO,132.0152669,0.9578213,7.0,197.4464455,12.0061459,9.0,126.8269208,2.0800256,7.0,169.9325688,0.42192,8.0,213.6817695,0.5655198,8.0,224.3224328,0.0715924,5.0,338.6869329,-0.0634072,3.0,35.4983099,0.0051075,5.0,163.1256039,0.0326648,5.0,116.0843149,0.0263171,3.0,74.9251768,0.053161,10.0,162.4596227,0.1115369,7.0,291.815336,-0.0332897,6.8290628,51.06467669999999,-0.0332897,10.0,330.3807669,-0.0332897,6.8290628,116.4958553,6.8290628,154.8059081,6.8290628,191.9176374,6.8290628,222.575069,6.8290628,247.874339,6.8290628,271.195459,6.8290628,296.4958553,6.8290628,334.8059081,6.8290628,11.9176374,6.8290628,42.575069,6.8290628,67.874339,6.8290628,91.195459,6.8290628,17.02.1983,12:37:54,48.85,-0.11667,LEO,328.2814015,1.0094175,9.0,19.3591634,12.7561989,11.0,303.9252637,1.2964287,8.0,353.3594928,1.2377959,10.0,354.2077268,0.7756748,10.0,248.7058632,0.1106998,6.0,214.4144971,-0.0088903,5.0,248.8298312,0.0221925,6.0,268.734727,0.0226751,6.0,209.4516051,-0.0094986,5.0,52.8216215,0.0184485,11.0,296.7930974,0.1109548,8.0,92.4663805,-0.1179776,12.9171828,44.29956370000002,-0.1179776,11.0,231.9458666,-0.1179776,12.9171828,95.3773256,12.9171828,112.4245642,12.9171828,130.8791854,12.9171828,154.4115089,12.9171828,188.1912838,12.9171828,233.8968372,12.9171828,275.3773256,12.9171828,292.4245642,12.9171828,310.8791854,12.9171828,334.4115089,12.9171828,8.1912838,12.9171828,53.8968372,12.9171828,70
22,29.08.1978,10:24:05,-5.78333,-35.2,VIRGO,155.7291878,0.9666865,2.0,109.0028896,11.848834,7.0,140.3834662,0.1063209,1.0,201.8067864,0.9656255,3.0,195.8621419,0.6474579,1.2007913,118.6456993,0.1995214,1.0,154.2068405,0.1268228,1.0,222.9663427,0.0326189,2.0,255.5464179,0.0007542,3.0,195.0488522,0.032259,1.0,39.6600542,-0.0143535,8.0,115.0490716,0.11179,2.0,176.9186089,-0.0548883,10.0,142.4875774,-0.0548883,2.0,1.6678753,-0.0548883,12.6395659,189.2138756,12.6395659,221.5882495,12.6395659,250.4833545,12.6395659,277.4345083,12.6395659,305.0761993,12.6395659,335.6508233,12.6395659,9.2138756,12.6395659,41.5882495,12.6395659,70.4833545,12.6395659,97.4345083,12.6395659,125.0761993,12.6395659,155.6508233,12.6395659,10.11.1981,17:24:14,41.9,2.35,VIRGO,228.2330777,1.0049998,6.0,31.0455032,15.0804942,12.41019,211.6950004,1.4627176,6.0,275.3157954,1.0071812,8.0,161.7723004,0.5539333,5.0,206.664349,0.2095231,6.0,197.0621304,0.1110347,5.0,239.6454424,0.0609466,6.0,263.2826775,0.0321853,7.0,205.212887,0.0376018,6.0,50.4779484,-0.0516069,12.7521516,245.3269696,0.1115174,6.0,114.9122788,-0.1728824,3.0,228.3028958,-0.1728824,6.0,211.6033017,-0.1728824,3.2967128,65.4904703,3.2967128,88.5721558,3.2967128,108.7643356,3.2967128,130.7341828,3.2967128,159.1382824,3.2967128,199.2022023,3.2967128,245.4904703,3.2967128,268.5721558,3.2967128,288.7643356,3.2967128,310.7341828,3.2967128,339.1382824,3.2967128,19.2022023,3.2967128,85
23,18.01.1974,07:53:41,-12.96667,-38.48333,CAPRICORN,297.8418902,1.0183511,1.0,242.3543703,12.0123124,1.0,303.6633736,1.6997755,1.496845,306.8172039,-0.5560875,11.0,39.5945886,0.4483245,11.0,318.3199429,0.2320417,2.0,89.2420297,-0.067011,3.0,207.6913777,0.0129507,4.0,248.862847,0.0272727,9.0,186.8032125,-0.005358,7.0,16.5929753,0.0196006,6.0,287.2693701,0.1109237,1.0,268.3794322,0.0312415,10.0,346.3637982,0.0312415,3.0,33.2714665,0.0312415,12.2235299,290.8762783,12.2235299,317.3002451,12.2235299,346.6201477,12.2235299,18.733227,12.2235299,51.1477343,12.2235299,81.7839925,12.2235299,110.8762783,12.2235299,137.3002451,12.2235299,166.6201477,12.2235299,198.733227,12.2235299,231.1477343,12.2235299,261.7839925,12.2235299,20.01.1939,13:46:18,-5.1,-42.8,CAPRICORN,299.6150688,1.0181679,10.0,299.763977,11.8654974,10.0,281.4719479,1.4515436,9.0,253.1993378,0.9347234,8.0,234.5918775,0.6144212,8.0,334.490869,0.2195536,11.0,12.4331292,0.0637087,12.9933817,43.8352013,-0.0016862,1.0,173.1562346,-0.0138209,6.0,120.3958439,-0.0224141,4.0,95.6728648,-0.0593828,3.0,303.3663421,0.1120331,10.0,224.6495151,-0.241824,8.0,13.265088699999978,-0.241824,8.0118866,176.4380585,-0.241824,8.0118866,13.4139969,8.0118866,44.2919511,8.0118866,73.5055814,8.0118866,101.7887412,8.0118866,130.8981726,8.0118866,161.8295963,8.0118866,193.4139969,8.0118866,224.2919511,8.0118866,253.5055814,8.0118866,281.7887412,8.0118866,310.8981726,8.0118866,341.8295963,8.0118866,85
24,14.11.1983,06:13:00,51.5,-2.98333,SCORPIO,231.2987155,1.0066946,5.0,338.6973235,11.9326908,11.0,239.8250309,1.5458626,4.0,185.0433596,1.0630822,6.0,177.5317098,0.5928454,3.0,255.1963036,0.2159453,9.0,218.9182305,0.1187967,8.0,248.269786,0.0594558,7.0,267.6167929,0.0318308,11.0,210.326804,0.0382626,9.0,60.8312062,-0.0535499,10.0,326.8568261,0.1118946,9.0,76.2197898,-0.031575,10.0,109.83412129999999,-0.031575,3.0,73.6103683,-0.031575,8.3243923,217.2327293,8.3243923,245.4869702,8.3243923,281.3350216,8.3243923,320.6541817,8.3243923,353.5934487,8.3243923,18.3799398,8.3243923,37.2327293,8.3243923,65.4869702,8.3243923,101.3350216,8.3243923,140.6541817,8.3243923,173.5934487,8.3243923,198.3799398,8.3243923,22.03.1943,18:41:02,25.78333,-56.1,SCORPIO,1.2666389,0.9917909,8.0,191.4753613,13.02337,2.0,349.4161994,1.7973914,8.0,31.0283627,1.2166076,9.0,310.6671241,0.7508904,6.0,105.3563724,0.03421,11.0,67.3683854,0.0763642,10.0,61.3568613,0.0351572,10.0,180.6789285,-0.0276826,2.0,125.0724592,-0.0111284,12.4966629,143.8066393,-0.0522986,1.0,113.0810436,0.1110359,12.1372406,144.566376,-0.0966365,1.0,308.46757709999997,-0.0966365,6.0,255.1975153,-0.0966365,1.2422883,138.6762995,1.2422883,164.309219,1.2422883,193.7707598,1.2422883,226.0177525,1.2422883,258.4882781,1.2422883,289.4623836,1.2422883,318.6762995,1.2422883,344.309219,1.2422883,13.7707598,1.2422883,46.0177525,1.2422883,78.4882781,1.2422883,109.4623836,1.2422883,80
25,23.05.1944,14:22:50,32.78333,-83.05,GEMINI,62.3051988,0.9611883,9.0,79.1920555,13.326721,8.0,39.0424471,0.5691511,8.0,52.929157,1.2273919,9.0,120.5783687,0.5761533,8.0,139.4319048,0.1124125,4.0,86.4637484,0.122782,8.0,68.5225482,0.0585745,6.0,181.5673759,-0.010299,6.0,126.6679885,0.014807,5.0,159.5948646,0.029562,2.0,160.5258686,0.1113166,10.0,119.084924,-0.1084762,5.0,132.8957485,-0.1084762,9.0,247.6182996,-0.1084762,1.1449816,116.0088918,1.1449816,138.1052371,1.1449816,163.8284992,1.1449816,194.911635,1.1449816,230.1479475,1.1449816,264.9426826,1.1449816,296.0088918,1.1449816,318.1052371,1.1449816,343.8284992,1.1449816,14.911635,1.1449816,50.1479475,1.1449816,84.9426826,1.1449816,10.03.1994,06:57:03,41.9,2.35,GEMINI,349.4740478,0.9994198,12.6428994,326.7784943,12.4846758,11.9153801,323.8762299,0.471832,11.9855806,2.1000663,1.2444387,12.945044,332.2264112,0.7865929,12.2811618,224.508254,-0.0304698,7.0,334.8446399,0.1190972,12.3619838,295.2593152,0.040275,10.0,292.7755131,0.0240871,10.0,238.0503834,-0.0051594,8.0,155.106839,-0.0749221,6.0,26.9258706,0.1110542,1.0,236.3269319,-0.2030053,8.0,345.0289142,-0.2030053,8.3116294,183.189374,-0.2030053,8.3116294,7.7244677,8.3116294,47.444594,8.3116294,72.9890354,8.3116294,93.9834207,8.3116294,115.6435466,8.3116294,143.6310069,8.3116294,187.7244677,8.3116294,227.444594,8.3116294,252.9890354,8.3116294,273.9834207,8.3116294,295.6435466,8.3116294,323.6310069,8.3116294,50
